participant_id,order,preference (1-7),post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),event (y/n),race_RA_1,race_RA_2,gender,Mutual Friends (Tom Edit),Notes,
3637,59,2,3,Days,0,1,0,0,,,,,,
3637,60,1,1,Days,1,0,0,0,white,,female,,,
3446,1,2,4,hours,0,0,0,0,,,,,secrets,
3446,2,3,1,hours,1,1,0,0,asian,,female,0,,
3446,3,5,14,hours,1,1,0,0,white,,female,0,,
3446,4,6,2,days,1,1,0,0,asian,,male,0,,
3446,5,4,31,minutes,1,0,0,0,white,,male,122,,
3446,6,2,1,days,0,0,0,0,,,,,secrets,
3446,7,5,13,hours,1,1,0,0,white,,female,0,,
3446,8,5,12,hours,1,1,0,0,asian,,female,0,,
3446,9,1,4,hours,1,1,0,0,asian,,male,0,,
3446,10,4,3,hours,1,1,0,0,white,asian,male,1,,
3446,11,2,2,hours,1,1,0,0,asian,white,female,0,,
3446,12,4,13,hours,1,1,0,0,white,,female,0,,
3446,13,3,21,hours,1,1,0,0,white,,female,0,,
3446,14,3,4,hours,1,0,0,0,asian,,female,22,,
3446,15,6,3,hours,1,0,0,0,white,,male,3,,
3446,16,4,1,days,1,0,0,1,asian,,female,258,,
3446,17,1,13,hours,1,1,0,0,white,,female,0,,
3446,18,1,4,days,1,1,0,0,white,,female,31,,
3446,19,2,4,days,1,0,0,0,white,asian,female,224,,
3446,20,4,3,days,0,0,0,0,,,,,,
3446,21,1,1,hours,1,1,0,0,white,,female,37,,
3446,22,1,3,days,1,0,0,0,white,asian,female,206,,
3446,23,2,3,hours,1,0,0,0,white,,female,78,,
3446,24,3,1,hours,1,0,0,0,white,,female,242,,
3446,25,2,3,hours,1,0,0,0,asian,,male,127,,
3446,26,3,1,hours,1,1,0,0,asian,,male,0,,
3446,27,1,2,days,1,1,0,0,white,,female,0,,
3446,28,6,2,days,1,1,0,0,asian,,female,0,,
3446,29,3,2,days,0,0,0,0,,,,,,
3446,30,1,3,hours,1,1,0,0,asian,,female,20,,
3446,31,4,5,hours,1,1,0,0,asian,,female,0,,
3446,32,2,3,hours,1,1,0,0,white,asian,female,0,,
3446,33,3,1,days,1,1,0,0,asian,,female,0,,
3446,34,2,13,hours,1,1,0,0,asian,,male,1,,
3446,35,2,1,days,1,1,0,0,white,,female,0,,
3446,36,5,22,hours,0,0,0,0,,,,,,
3446,37,2,5,hours,1,1,0,0,asian,white,female,67,,
3446,38,2,5,hours,1,0,0,0,white,,female,4,,
3446,39,4,10,hours,1,1,0,0,asian,,male,0,,
3446,40,5,2,days,1,0,0,0,white,,female,72,,
3446,41,2,3,days,0,0,0,0,,,,,,
3446,42,3,2,hours,1,0,0,0,white,,male,12,,
3446,43,1,1,hours,0,0,0,0,,,,,,
3446,44,1,13,hours,1,1,0,0,white,,female,0,,
3446,45,1,1,hours,0,0,0,0,,,,,,
3446,46,3,13,hours,1,1,0,0,asian,white,male,0,,
3446,47,1,2,days,1,0,0,0,white,,female,331,,
3446,48,1,1,hours,1,1,0,0,black,,male,3,,
3446,49,2,2,days,0,0,0,0,,,,,,
3446,50,5,2,days,1,0,0,0,white,,female,41,,
3446,51,1,14,hours,1,1,0,0,asian,,female,0,,
3446,52,1,3,minutes,1,1,0,0,white,,female,13,,
3446,53,2,3,days,1,0,0,0,white,,female,23,,
3446,54,3,3,days,1,0,0,0,asian,,male,254,,
3446,55,2,3,days,1,0,0,0,white,,male,3,,
3446,56,1,2,hours,1,1,0,0,asian,,female,0,,
3446,57,2,2,days,0,0,0,0,,,,,,
3446,58,7,2,days,0,0,0,0,,,,,,
3446,59,1,17,hours,1,1,0,0,asian,,male,0,,
3446,60,1,2,days,1,1,0,0,asian,,male,0,,
6377,1,7,22,Minutes,0,0,0,0,,,,,,
6377,2,1,1,Days,1,1,0,0,White,,Female,0,,
6377,3,3,2,Days,1,1,0,0,White,,Male,0,,
6377,4,1,1,Days,1,1,0,0,White,,Male,0,,
6377,5,7,7,Minutes,0,0,0,0,,,,,,
6377,6,1,1,Days,1,1,0,0,White,,Female,0,,
6377,7,4,1,Days,1,1,0,0,Black or African American,,Female,0,,
6377,8,4,5,Hours,0,0,0,0,,,,,,
6377,9,1,5,Minutes,0,0,0,0,,,,,,
6377,10,3,1,Days,1,1,0,0,White,,Female,0,,
6377,11,3,4,Days,1,1,0,0,White,Hispanic,Male,0,,
6377,12,1,3,Days,1,1,0,0,White,,Female,0,,
6377,13,2,1,Days,0,0,0,0,,,,,,
6377,14,2,5,Hours,1,1,0,0,White,,Female,0,,
6377,15,2,54,Minutes,0,0,0,0,,,,,,
6377,16,3,16,Hours,0,0,0,0,,,,,sp,
6377,17,4,36,Minutes,1,0,1,0,White,,Female,21,had to open in new tab,
6377,18,2,54,Minutes,0,0,0,0,,,,,,
6377,19,5,33,Minutes,0,0,0,0,,,,,,
6377,20,2,22,Minutes,0,0,0,0,,,,,,
6377,21,4,36,Minutes,1,1,0,0,White,,Male,0,,
6377,22,7,42,Minutes,0,0,0,0,,,,,,
6377,23,2,,,0,0,0,0,,,,,Tenure - 'Just Now'; Live Feed,
6377,24,4,3,Days,0,0,0,0,,,,,,
6377,25,4,6,Days,1,0,0,0,White,,Female,29,,
6377,26,2,5,Days,1,0,0,0,White,,Male,2,,
6377,27,3,3,Hours,1,1,0,0,White,,Female,0,,
6377,28,5,15,Hours,0,0,1,0,,,,,,
6377,29,6,4,Hours,0,0,0,0,,,,,,
6377,30,2,5,Days,1,0,0,0,White,Hispanic,Female,8,,
6377,31,5,1,Days,1,0,0,0,White,,Female,5,,
6377,32,3,16,Hours,1,0,0,0,White,,Female,14,,
6377,33,5,2,Days,1,0,0,0,White,,Male,8,,
6377,34,5,5,Days,1,0,0,0,Black or African American,,Female,42,,
6377,35,5,44,Minutes,0,0,0,0,,,,,,
6377,36,5,6,Hours,1,0,0,0,White,,Female,12,,
6377,37,2,1,Days,1,1,0,0,White,,Female,0,,
6377,38,6,4,Days,1,0,0,0,White,,Female,11,Photo album,
6377,39,5,2,Minutes,1,0,0,0,White,,Female,15,Photo Album,
6377,40,2,2,Days,1,0,0,0,White,,Male,2,,
6377,41,6,5,Minutes,1,0,0,0,White,,Female,2,"""_____ and _____ were tagged.""",
6377,42,5,7,Hours,0,0,0,0,,,,,,
6377,43,5,5,Hours,0,0,0,0,,,,,,
6377,44,3,17,Hours,1,0,0,0,White,,Female,14,,
6377,45,2,40,Minutes,0,0,0,0,,,,,,
6377,46,4,4,Days,1,1,0,0,White,,Male,0,,
6377,47,5,6,Minutes,1,0,0,0,White,,Female,5,,
6377,48,4,5,Hours,1,0,0,0,Black or African American,,Female,14,,
6377,49,5,5,Hours,1,1,0,0,Asian,,Female,0,,
6377,50,4,4,Hours,1,0,0,0,White,,Male,44,,
6377,51,2,2,Days,0,0,0,0,,,,,sp,
6377,52,7,55,Minutes,0,0,0,0,,,,,,
6377,53,5,1,Hours,1,1,0,0,White,,Female,0,,
6377,54,5,5,Days,1,0,0,0,White,,Female,1,Photo Album,
6377,55,5,3,Hours,1,0,0,0,Hispanic,,Female,1,,
6377,56,6,5,Days,0,0,0,0,,,,,sp,
6377,57,7,1,Hours,0,0,0,0,,,,,,
6377,58,5,20,Hours,1,1,0,0,White,,Female,0,,
6377,59,5,4,Days,0,0,0,0,,,,,,
6377,60,5,2,Days,1,1,0,0,,,,0,,
4405,1,1,2,hours,1,1,0,0,asian,,female,0,,
4405,2,1,2,minutes,1,0,0,0,asian,,male,2,,
4405,3,1,2,minutes,1,0,0,0,black,,male,19,,
4405,4,1,5,hours,1,1,0,0,white,,female,0,,
4405,5,1,3,hours,1,1,0,0,white,,female,2,,
4405,6,1,52,minutes,1,1,0,0,white,,female,2,,
4405,7,5,1,day,1,0,0,0,asian,,female,2,,
4405,8,6,2,hours,0,0,0,0,,,,,,
4405,9,1,40,minutes,1,1,0,0,white,,female,0,,
4405,10,1,22,hours,1,0,0,0,Black or African American,,male,40,,
4405,11,1,20,hours,1,1,0,0,white,,female,0,,
4405,12,1,2,hours,0,0,0,0,,,,,,
4405,13,6,3,days,1,0,0,0,white,Black or African American,female,2,,
4405,14,1,2,hours,1,1,0,0,asian,,male,0,,
4405,15,1,15,hours,1,1,0,0,asian,,female,0,,
4405,16,4,3,days,1,0,0,0,asian,,female,2,,
4405,17,5,1,days,1,1,0,0,asian,,female,0,,
4405,18,3,3,days,1,0,0,0,white,,female,44,,
4405,19,2,1,days,1,1,0,0,asian,,female,0,,
4405,20,1,3,days,1,0,0,0,asian,white,male,21,,
4405,21,1,21,hours,1,1,0,0,white,,female,0,,
4405,22,1,21,hours,1,1,0,0,asian,,female,0,,
4405,23,1,1,days,1,1,0,0,white,,female,11,,
4405,24,1,22,hours,1,1,0,0,white,,female,0,,
4405,25,1,3,hours,1,1,0,0,white,,female,0,,
4405,26,1,2,days,1,1,0,0,white,asian,female,2,,
4405,27,1,4,hours,1,1,0,0,white,,female,0,,
4405,28,1,1,days,1,0,0,0,Black or African American,,female,12,,
4405,29,5,21,hours,1,0,0,0,white,,female,228,,
4405,30,5,1,days,1,1,0,0,white,,female,0,,
4405,31,3,2,hours,1,0,0,0,white,,female,49,,
4405,32,7,5,hours,1,0,0,0,asian,,female,15,,
4405,33,3,2,days,1,0,0,0,asian,,female,2,,
4405,34,1,2,hours,1,0,0,0,white,,female,37,,
4405,35,1,22,hours,1,1,0,0,asian,,female,1,,
4405,36,3,1,days,1,0,0,0,white,,female,34,,
4405,37,4,3,days,1,0,0,0,asian,,female,0,,
4405,38,2,4,days,1,0,0,1,white,,male,67,,
4405,39,6,1,days,1,0,0,0,white,,female,5,,
4405,40,1,3,days,1,1,0,0,white,,female,0,,
4405,41,1,2,days,1,0,0,0,white,,female,33,,
4405,42,1,1,days,1,1,0,0,white,hispanic,male,0,,
4405,43,1,1,days,1,1,0,0,asian,,male,0,,
4405,44,1,3,days,1,1,0,0,asian,,male,0,,
4405,45,1,2,days,1,1,0,0,asian,,male,0,,
4405,46,2,22,hours,1,1,0,0,white,,female,0,,
4405,47,4,18,hours,1,1,0,0,white,,female,21,,
4405,48,1,7,hours,1,0,0,0,white,,female,54,,
4405,49,1,10,hours,1,1,0,0,Black or African American,,female,0,,
4405,50,1,9,minutes,1,0,0,0,white,,female,0,,
4405,51,1,2,days,1,0,0,0,white,,female,30,,
4405,52,1,3,days,1,1,0,0,white,,female,0,,
4405,53,1,6,hours,1,1,0,0,asian,,male,0,,
4405,54,3,6,hours,1,1,0,0,asian,white,female,1,,
4405,55,6,1,minutes,0,0,0,0,,,,,,
4405,56,1,2,hours,1,1,0,0,white,,male,0,,
4405,57,1,46,minutes,1,1,0,0,asian,,female,29,,
4405,58,1,4,hours,1,0,0,0,Black or African American,,female,0,,
4405,59,1,1,hours,1,1,0,0,asian,,female,0,,
4405,60,1,5,hours,1,0,0,0,asian,,male,15,,
4904,1,7,33,minutes,1,0,0,0,white,,male,17,,
4904,2,7,18,hours,1,0,0,0,asian,,female,12,,
4904,3,5,31,minutes,1,0,0,0,asian,,male,5,,
4904,4,7,3,hours,1,0,0,0,white,,female,3,,
4904,5,7,,,1,0,0,0,asian,,female,24,,
4904,6,7,,,0,1,0,0,,,,,,
4904,7,5,26,minutes,1,0,0,0,asian,,female,2,,
4904,8,7,2,hours,1,0,0,0,white,,male,19,,
4904,9,4,57,minutes,1,0,0,0,asian,,male,1,,
4904,10,7,1,hours,1,0,0,0,white,,female,8,,
4904,11,7,,,1,0,0,0,asian,,male,9,,
4904,12,7,9,hours,1,1,0,0,asian,,female,0,,
4904,13,5,,,0,1,0,0,,,,,,
4904,14,7,2,hours,0,1,0,0,,,,,,
4904,15,7,22,hours,0,1,0,0,,,,,,
4904,16,6,,,1,1,0,0,asian,,male,0,,
4904,17,6,,,0,1,0,0,,,,,,
4904,18,7,31,minutes,1,0,0,0,white,,female,11,,
4904,19,7,3,hours,0,1,0,0,,,,,,
4904,20,1,,,0,1,0,0,,,,,,
4904,21,1,,,0,1,0,0,,,,,,
4904,22,7,2,hours,1,0,0,0,asian,,male,1,,
4904,23,5,1,hours,1,0,0,0,white,,male,9,,
4904,24,2,1,hours,1,1,0,0,asian,,male,0,,
4904,25,2,,,0,1,0,0,,,,,,
4904,26,3,,,0,1,0,0,,,,,,
4904,27,7,,,0,1,0,0,,,,,,
4904,28,7,4,hours,1,0,0,0,white,,female,,,
4904,29,3,,,0,1,0,0,,,,,,
4904,30,1,,,0,1,0,0,,,,,,
4904,31,1,,,1,1,0,0,white,,female,0,,
4904,32,1,,,1,1,0,0,white,,male,1,,
4904,33,4,,,0,1,0,0,,,,,,
4904,34,7,,,1,0,0,0,asian,,female,1,,
4904,35,7,,,0,1,0,0,,,,,,
4904,36,5,3,Hours,0,1,0,0,,,,,,
4904,37,1,2,Hours,0,1,0,0,,,,,suggested,
4904,38,1,,,0,1,0,0,,,,,suggested,
4904,39,3,,,0,1,0,0,,,,,,
4904,40,7,1,minutes,0,1,0,0,,,,,,
4904,41,5,,,0,1,0,0,,,,,suggested,
4904,42,7,23,hours,0,1,0,0,,,,,,
4904,43,7,51,minutes,1,0,0,0,asian,,male,5,,
4904,44,6,19,hours,0,1,0,0,,,,,,
4904,45,7,,,1,0,0,0,asian,,male,9,,
4904,46,7,20,hours,0,1,0,0,,,,,,
4904,47,7,21,hours,0,1,0,0,,,,,,
4904,48,7,,,0,1,0,0,,,,,,
4904,49,7,13,hours,1,0,0,0,asian,,male,5,,
4904,50,7,5,hours,0,1,0,0,,,,,,
4904,51,7,21,hours,0,1,0,0,,,,,,
4904,52,7,11,hours,1,0,0,0,white,,female,3,,
4904,53,7,19,hours,1,0,0,0,hispanic,,female,10,,
4904,54,1,,,0,1,0,0,,,,,,
4904,55,5,,,0,1,0,0,,,,,,
4904,56,7,5,days,1,0,0,0,asian,,male,1,,
4904,57,7,,,1,0,0,0,white,,female,2,,
4904,58,5,,,1,0,0,0,asian,,male,6,,
4904,59,5,,,1,0,0,0,asian,,male,5,,
4904,60,7,,,0,1,0,0,,,,,suggested,
9378,1,6,2,Hours,1,1,0,0,White,,Female,2,,
9378,2,1,5,Hours,0,0,0,0,,,,,,
9378,3,4,9,Hours,1,1,0,0,White,,Male,0,,
9378,4,1,15,Hours,1,1,0,0,Asian,,Female,0,,
9378,5,4,3,Hours,1,1,0,0,White,,Female,0,,
9378,6,4,16,Hours,1,1,0,0,White,,Female,0,,
9378,7,6,8,Hours,1,1,0,0,White,,Female,0,Participant 'liked' the post; This reaction was excluded from the Recent Activityy data.,
9378,8,5,16,Minutes,0,0,0,0,,,,,,
9378,9,1,2,Hours,1,0,0,0,White,,Female,1,,
9378,10,1,1,Days,0,0,0,0,,,,,,
9378,11,2,2,Hours,0,0,0,0,,,,,,
9378,12,2,6,Hours,1,1,0,0,White,,Female,0,,
9378,13,3,1,Hours,1,0,0,0,White,,Male,2,,
9378,14,1,2,Hours,1,0,0,0,White,,Female,14,,
9378,15,3,1,Hours,1,0,0,0,White,,Male,2,,
9378,16,2,2,Hours,1,0,0,0,White,,Female,56,,
9378,17,1,12,Hours,1,0,0,0,Asian,,Female,30,,
9378,18,1,2,Hours,1,0,0,0,Hispanic,,Female,2,,
9378,19,1,5,Hours,1,0,1,0,White,,Female,76,,
9378,20,3,3,Hours,1,0,0,0,White,,Female,3,,
9378,21,5,3,Hours,1,0,1,1,Asian,,Female,38,,
9378,22,1,3,Hours,1,1,0,0,White,,Male,1,"""_____ commented""",
9378,23,1,3,Hours,1,0,1,0,Asian,,Female,38,,
9378,24,1,2,Days,1,1,0,0,Asian,,Male,0,,
9378,25,1,3,Days,1,0,0,0,White,,Female,38,"""_____ commented""",
9378,26,1,1,Days,0,0,0,0,,,,,,
9378,27,3,7,Hours,1,1,0,0,Asian,Hispanic,Female,0,,
9378,28,6,3,Minutes,1,1,0,0,White,,Male,0,,
9378,29,2,1,Days,1,1,0,0,Asian,,Female,0,,
9378,30,2,1,Hours,1,1,0,0,White,,Male,0,Participant accidentally refreshed the NF,
9378,31,1,27,Minutes,0,0,0,0,,,,,,
9378,32,1,15,Hours,1,1,0,0,White,,Female,0,Participant accidentally refreshed the NF again,
9378,33,2,29,Minutes,0,0,0,0,,,,,,
9378,34,3,22,Hours,1,1,0,0,Asian,,Female,0,,
9378,35,1,18,Hours,1,1,0,0,White,,Female,0,,
9378,36,1,3,Hours,1,1,0,0,White,,Female,0,,
9378,37,3,8,Minutes,1,1,0,0,White,,Female,0,,
9378,38,1,1,Hours,1,0,0,0,Hispanic,,Female,2,,
9378,39,2,24,Minutes,0,0,0,0,,,,,,
9378,40,1,22,Hours,0,0,0,0,,,,,,
9378,41,1,6,Hours,0,0,0,0,,,,,Suggested Post,
9378,42,5,2,Hours,1,1,0,0,White,,Male,0,,
9378,43,3,32,Minutes,0,0,0,0,,,,,"This exact post from the same source was shown previously prior to the refreshing of the NF, participant admitted to rating it lower since they'd already seen it.",
9378,44,6,33,Minutes,1,1,0,0,White,,Female,0,,
9378,45,1,1,Days,0,0,0,0,,,,,,
9378,46,1,2,Days,1,1,0,0,Asian,,Male,1,,
9378,47,2,23,Hours,1,0,0,0,White,,Female,0,Bundled Post - 2 people shared this post,
9378,48,4,3,Days,1,1,0,0,White,,Female,0,,
9378,49,4,3,Hours,1,1,0,0,White,,Female,0,,
9378,50,1,1,Days,1,0,0,0,White,,Female,4,,
9378,51,1,1,Days,1,1,0,0,White,,Female,3,,
9378,52,1,1,Minutes,1,0,0,0,White,,Male,10,,
9378,53,1,7,Minutes,1,1,0,0,White,,Female,0,,
9378,54,2,2,Days,0,0,0,0,,,,,Suggested Post,
9378,55,5,3,Days,0,0,0,0,,,,,Participant 'liked' and saved the post; This reaction was excluded from the Recent Activityy data.,
9378,56,1,2,Hours,0,0,0,0,,,,,,
9378,57,1,4,Hours,0,0,0,0,,,,,,
9378,58,1,10,Hours,0,0,0,0,,,,,,
9378,59,5,3,Days,1,1,0,0,White,,Female,0,,
9378,60,3,3,Days,1,1,0,0,Hispanic,,Female,0,,
2454,1,5,43,Minutes,1,0,0,0,Hispanic,,Female,166,,
2454,2,5,1,Hours,1,0,0,0,White,,Female,11,,
2454,3,4,1,Hours,1,0,0,0,Hispanic,,Female,23,,
2454,4,3,1,Hours,1,1,0,0,White,,Female,0,,
2454,5,2,41,Minutes,1,1,0,0,Hispanic,,Female,0,,
2454,6,3,4,Days,1,0,0,0,Asian,,Male,130,,
2454,7,3,1,Days,1,0,0,0,Hispanic,,Female,63,,
2454,8,2,1,Hours,1,1,0,0,White,,Female,42,,
2454,9,2,3,Days,1,0,0,0,Hispanic,,Female,2,,
2454,10,3,2,Hours,1,1,0,0,White,,Female,0,,
2454,11,2,4,Days,1,0,0,0,White,,Female,0,,
2454,12,2,16,Hours,1,1,0,0,Hispanic,,Male,0,,
2454,13,3,1,Days,1,0,0,0,Asian,,Male,0,,
2454,14,2,16,Hours,1,0,0,0,Hispanic,,Female,3,,
2454,15,2,13,Hours,1,0,0,0,Asian,,Male,130,,
2454,16,2,16,Hours,1,0,0,0,Hispanic,,Female,2,,
2454,17,2,10,Minutes,1,1,0,0,Black or African American,,Female,0,,
2454,18,5,16,Hours,1,0,0,0,White,,Female,6,,
2454,19,3,53,Minutes,1,1,0,0,Asian,,Male,2,,
2454,20,2,2,Days,1,0,0,0,White,,Male,25,,
2454,21,3,5,Hours,1,0,0,0,White,,Female,0,,
2454,22,3,2,Days,1,0,1,0,White,,Female,21,,
2454,23,3,1,Days,1,0,0,0,Hispanic,,Female,1,,
2454,24,2,1,Days,1,0,0,0,Hispanic,,Female,2,,
2454,25,3,32,Minutes,1,0,0,0,White,,Male,9,,
2454,26,3,14,Hours,1,1,0,0,Hispanic,,Female,0,,
2454,27,4,3,Days,1,0,0,0,Hispanic,,Female,6,"""_____ was tagged""",
2454,28,3,20,Hours,1,0,0,0,White,,Female,0,,
2454,29,4,1,Hours,0,0,0,0,,,,,,
2454,30,3,15,Hours,1,0,0,0,Asian,,Female,82,,
2454,31,3,18,Hours,1,0,0,0,White,,Female,2,,
2454,32,3,15,Hours,1,0,0,0,White,,Female,8,,
2454,33,2,14,Hours,1,0,0,0,White,,Male,18,,
2454,34,2,2,Hours,1,1,0,0,White,,Female,30,,
2454,35,3,3,Days,1,0,1,0,Black or African American,,Male,41,,
2454,36,4,4,Days,1,0,0,0,White,,Male,9,,
2454,37,3,1,Days,1,0,0,0,White,,Female,5,,
2454,38,2,16,Hours,1,1,0,0,Asian,,Male,0,,
2454,39,4,1,Hours,1,1,0,0,White,,Female,0,,
2454,40,3,18,Hours,0,0,0,0,White,,Male,0,Politician's Page,
2454,41,5,20,Hours,1,0,0,0,White,,Female,15,,
2454,42,3,3,Days,1,0,0,0,Black or African American,,Male,41,,
2454,43,3,13,Hours,1,1,0,0,Hispanic,,Female,0,,
2454,44,4,19,Hours,1,0,0,0,White,,Female,6,"""_____ and _____ commented""",
2454,45,4,2,Days,1,0,0,0,White,,Female,7,,
2454,46,3,1,Days,1,0,1,0,Hispanic,,Male,90,,
2454,47,4,10,Hours,0,0,0,0,,,,,Suggested Post,
2454,48,3,4,Minutes,1,0,0,0,Hispanic,,Female,2,,
2454,49,4,16,Hours,1,1,0,0,White,,Female,0,,
2454,50,4,17,Hours,1,1,0,0,Asian,,Female,0,,
2454,51,2,3,Days,1,0,0,0,White,,Female,21,,
2454,52,4,21,Hours,0,0,0,0,,,,,,
2454,53,4,1,Days,0,0,0,0,,,,,Participant accidentally refreshed the NF,
2454,54,4,1,Days,0,0,0,0,,,,,,
2454,55,3,13,Hours,1,1,0,0,White,,Female,0,,
2454,56,2,12,Hours,1,1,0,0,Hispanic,,Female,0,,
2454,57,3,1,Hours,1,1,0,0,Hispanic,,Female,0,,
2454,58,2,19,Hours,1,1,0,0,Asian,,Female,0,,
2454,59,4,6,Hours,1,1,0,0,Asian,,Female,0,,
2454,60,3,21,Hours,1,1,0,0,Asian,,Female,68,,
7404,1,5,55,Minutes,1,0,0,0,White,,Female,2,Person A,
7404,2,5,1,Days,1,0,0,0,White,,Female,9,Person B,
7404,3,4,22,Hours,1,0,0,0,White,,Female,43,,
7404,4,4,26,Minutes,1,0,0,0,White,,Female,2,Person A,
7404,5,6,16,Hours,1,0,1,0,Black or African American,,Female,41,"Person C; ""You're seeing posts from -Person C- first."" - Bundled Post from one friend",
7404,6,6,21,Hours,,,,,,,,,"^^^Person C - There were 3 more posts that could be revealed in the bundle but participant indicated they would not have usually opened those, so I did not collect data on them.",
7404,7,6,28,Minutes,1,0,0,0,White,,Female,9,Person B,
7404,8,7,5,Days,1,0,0,0,White,,Female,51,,
7404,9,7,3,Days,0,0,0,0,,,,,Suggested Post,
7404,10,4,5,Days,1,0,0,0,White,,Female,9,Person B,
7404,11,6,14,Hours,1,0,1,0,Black or African American,,Female,39,,
7404,12,6,6,Days,1,0,0,0,White,,Female,51,,
7404,13,5,4,Hours,1,0,0,0,White,,Female,63,Shared memory,
7404,14,5,3,Days,1,0,0,0,White,,Female,9,Person B,
7404,15,6,14,Hours,1,0,1,0,White,,Male,97,"""You're seeing posts from _____ first.""",
7404,16,5,14,Hours,1,0,1,,White,,Male,,"^^^There were 3 more posts that could be revealed in the bundle but participant indicated they would not have usually opened those, so I did not collect data on them.",
7404,17,3,31,Minutes,1,0,0,0,White,,Female,2,Person A,
7404,18,3,5,Days,1,0,0,0,White,,Female,,Person A,
7404,19,4,5,Days,1,0,0,0,White,,Female,,Person A,
7404,20,5,4,Days,1,0,0,0,White,,Female,51,Person C,
7404,21,2,2,Days,0,0,0,0,,,,,Suggested Post,
7404,22,4,15,Hours,1,0,1,0,Black or African American,,Female,6,"Person D; ""You're seeing posts from -Person C- first."" - Bundled Post from one friend",
7404,23,2,3,Days,1,0,1,0,Black or African American,,Female,,"^^^Person D - There were 3 more posts that could be revealed in the bundle but participant indicated they would not have usually opened those, so I did not collect data on them.",
7404,24,6,4,Days,1,0,0,0,White,,Female,51,Person C,
7404,25,2,5,Days,1,0,0,0,White,,Female,,Person A,
7404,26,3,3,Days,1,0,0,0,White,,Female,2,"""Person B was tagged""",
7404,27,5,14,Minutes,1,1,0,0,Hispanic,,Female,6,Person D,
7404,28,7,2,Days,1,0,0,0,Asian,,Male,10,,
7404,29,3,3,Days,0,0,0,0,,,,,Suggested Post; Participant accidentally refreshed the NF,
7404,30,2,40,Minutes,1,0,0,0,White,,Female,2,Person A,
7404,31,5,4,Days,1,0,0,0,Black or African American,,Female,6,,
7404,32,6,4,Hours,1,1,0,0,White,,Male,0,,
7404,33,3,18,Hours,1,1,0,0,Asian,,Female,0,,
7404,34,5,1,Days,1,1,0,0,White,,Female,1,,
7404,35,7,15,Hours,1,0,0,0,White,,Female,12,,
7404,36,7,1,Days,1,0,0,0,White,,Male,7,,
7404,37,2,22,Hours,1,1,0,0,White,,Female,0,,
7404,38,2,52,Minutes,1,0,0,0,Asian,,Female,6,,
7404,39,6,4,Days,0,0,0,0,,,,,Suggested Post,
7404,40,5,22,Hours,1,0,0,0,White,,Female,35,,
7404,41,6,11,Hours,1,0,0,0,White,,Female,11,,
7404,42,7,5,Days,1,1,0,0,White,,Male,18,,
7404,43,7,22,Hours,1,1,0,0,Hispanic,,Female,2,"Bundled Post - ""_____ posted in 2 groups""",
7404,44,6,3,Days,1,0,0,0,White,,Female,43,Person E,
7404,45,6,3,Days,1,0,0,0,White,,Female,25,,
7404,46,7,3,Days,1,0,0,0,White,,Female,43,Person E,
7404,47,5,3,Days,1,0,0,0,White,,Female,25,,
7404,48,5,4,Days,0,0,0,0,,,,,Suggested Post,
7404,49,5,31,Minutes,1,1,0,0,,,,0,Race/Gender - Unidentifiable,
7404,50,6,2,Days,1,1,0,0,White,,Female,0,,
7404,51,6,5,Days,1,0,0,0,White,,Male,4,,
7404,52,7,5,Days,1,1,0,0,White,,Male,18,,
7404,53,3,1,Days,0,0,0,0,,,,,Suggested Post,
7404,54,5,2,Days,1,1,0,0,Black or African American,,Female,0,,
7404,55,7,4,Days,1,0,0,0,White,,Female,36,Person C,
7404,56,6,1,Days,1,1,0,0,,,,1,Race/Gender - Unidentifiable,
7404,57,7,23,Hours,1,0,0,0,White,,Male,7,,
7404,58,5,4,Days,1,0,0,0,Asian,,Female,6,,
7404,59,7,15,Hours,1,1,0,0,Hispanic,,Male,1,"Bundled Post - ""_____ posted in 2 groups.""",
7404,60,3,4,Days,0,0,0,0,,,,,Suggested Post,
6908,1,7,1,Hours,1,0,0,0,Asian,,Male,18,,
6908,2,7,6,Hours,1,1,0,0,White,,Male,1,,"""_____ added 2 comments""; Participant shared that they had previously interacted with this post"
6908,3,7,1,Hours,1,0,0,0,White,,Male,37,,
6908,4,4,6,Hours,1,1,0,0,Hispanic,,Male,8,,Group A
6908,5,5,1,Hours,1,1,0,0,White,,Male,Private,,Group B
6908,6,3,5,Hours,1,0,0,0,Asian,,Male,35,,
6908,7,7,2,Hours,1,1,0,0,White,,Male,7,,Group A
6908,8,5,18,Hours,1,1,0,0,Asian,,Female,0,,Group C
6908,9,4,9,Hours,1,0,0,0,White,,Male,4,,
6908,10,5,1,Days,1,1,0,0,Hispanic,,Female,Private,,
6908,11,4,5,Hours,1,1,0,0,Asian,,Female,Private,,Group A
6908,12,4,3,Days,1,1,0,0,White,,Male,0,,Group C
6908,13,5,22,Hours,1,0,0,0,Hispanic,,Male,4,,Person A
6908,14,5,1,Hours,1,1,0,0,White,,Female,0,,Group B
6908,15,5,1,Hours,1,1,0,0,White,,Male,1,,Group A
6908,16,6,2,Days,1,1,0,0,White,,Male,0,,Group D
6908,17,5,7,Hours,1,0,0,0,Hispanic,,Male,4,,Person A
6908,18,6,8,Hours,1,1,0,0,Asian,,Female,Private,,
6908,19,6,3,Hours,1,0,1,0,Hispanic,,Male,37,,
