participant_id,order,preference (1-7),familiarity (1-7),relationship,post_tenure,tenure_units,human (y/n),nf_group (y/n),unrest (y/n),common_friends,race_RA_1,race_RA_2,gender,Notes,,,
9443,25,7,7,Friend,2,Days,1,0,0,31,White,,Male,,,,
9443,26,6,1,Don't know personally,3,Days,1,1,0,0,White,,Female,,,,
9443,27,5,4,Acquaintance,6,Hours,1,0,0,7,White,,Female,,,,
9443,28,5,,,1,Days,0,0,0,0,,,,,,,
9443,29,1,3,Acquaintance,7,Hours,1,0,0,6,White,,Male,,,,
9443,30,7,6,Friend,4,Hours,1,0,0,6,White,,Male,,,,
3107,1,6,1,Don't know personally,2,Days,1,1,0,0,Black or African American,,Female,Group A,,,
3107,2,6,5,Friend,18,Hours,1,0,0,1,White,,Female,,,,
3107,3,6,1,Don't know personally,12,Hours,1,1,0,0,Black or African American,,Female,Group A,,,
3107,4,7,3,Acquaintance,13,Hours,1,0,0,55,White,,Female,,,,
3107,5,6,1,Don't know personally,10,Hours,1,1,0,0,White,,Female,Group A,,,
3107,6,2,3,Acquaintance,20,Hours,1,0,0,181,White,,Male,,,,
3107,7,7,3,Acquaintance,1,Days,1,0,0,146,White,,Male,,,,
3107,8,3,5,Acquaintance,21,Hours,1,0,0,108,White,,Male,,,,
3107,9,7,7,Friend,18,Minutes,1,0,0,0,White,,Male,,,,
3107,10,7,6,Friend,1,Hours,1,0,0,0,White,,Female,,,,
3107,11,1,7,Family,22,Minutes,1,0,0,39,White,,Male,,,,
3107,12,7,6,Friend,1,Hours,1,0,0,0,White,,Female,,,,
3107,13,7,7,Friend,7,Minutes,1,0,0,147,Hispanic,,Female,,,,
3107,14,7,6,Friend,1,Hours,1,0,0,0,White,,Female,,,,
3107,15,6,1,Don't know personally,3,Days,1,0,0,0,,,,Unidentifiable,,,
3107,16,7,1,Don't know personally,48,Minutes,1,1,0,0,Black or African American,,Male,Group A,,,
3107,17,7,6,Friend,26,Minutes,1,0,0,92,White,,Female,,,,
3107,18,6,4,Acquaintance,3,Days,1,0,0,7,Hispanic,,Female,,,,
3107,19,7,6,Friend,6,Minutes,1,0,0,103,White,,Female,,,,
3107,20,5,5,Friend,3,Days,1,0,0,88,White,,Female,,,,
3107,21,2,6,Friend,2,Days,1,0,0,13,White,,Female,,,,
3107,22,7,3,Acquaintance,3,Days,1,0,0,132,Hispanic,,Female,,,,
3107,23,7,6,Friend,2,Days,1,0,0,147,Hispanic,,Female,,,,
3107,24,1,1,Don't know personally,3,Days,1,0,0,36,White,,Male,,,,
3107,25,5,4,Friend,2,Days,1,0,0,124,Hispanic,,Male,,,,
3107,26,6,6,Friend,4,Days,1,0,0,36,White,,Female,,,,
3107,27,7,6,Friend,4,Days,1,0,0,81,White,,Male,,,,
3107,28,7,6,Friend,5,Days,1,0,0,10,White,,Female,,,,
3107,29,1,1,Don't know personally,3,Days,1,0,0,0,,,,Unidentifiable,,,
3107,30,7,7,Friend,2,Days,1,0,0,2,White,,Female,,,,
9910,1,7,,,20,Minutes,1,0,0,,,,,,,,
9910,2,4,1,Don't know personally,56,Minutes,1,1,0,0,White,,Female,in 100k,Group A,,
9910,3,2,1,Don't know personally,16,Minutes,1,1,0,0,White,,Female,in PSG,Group B,,
9910,4,3,1,Don't know personally,46,Minutes,1,1,0,0,Asian,,Female,in CWPRG,,,
9910,5,3,1,Don't know personally,52,Minutes,1,1,0,0,White,,Female,in *s*,,,
9910,6,2,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,in PSG,Group B,,
9910,7,4,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,in YNAB,,,
9910,8,3,1,Don't know personally,49,Minutes,1,1,0,0,Hispanic,,Male,in LNN,,,
9910,9,4,1,Don't know personally,58,Minutes,1,1,0,0,White,,Female,in MAT,,,
9910,10,4,1,Don't know personally,33,Minutes,1,1,0,0,Black or African American,,Female,in RBSC,,,
9910,11,2,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,in Enne,,,
9910,12,7,1,Acquaintance,4,Hours,1,1,0,0,White,,Male,in CWPL,,,
9910,13,2,5,Friend,1,Hours,1,0,0,7,White,,Female,WTT,,,
9910,14,5,1,Don't know personally,37,Minutes,1,1,0,0,White,,Female,in PSLFPS,,,
9910,15,2,1,Don't know personally,3,Hours,1,1,0,0,White,,Female,in J+C,,,
9910,16,2,2,Acquaintance,2,Days,1,0,0,21,White,,Male,BC,,,
9910,17,6,1,Don't know personally,2,Minutes,1,1,0,0,White,,Female,in 100k,Group A,,
9910,18,2,1,Don't know personally,58,Minutes,1,1,0,0,White,,Female,in *s*,,,
9910,19,2,1,Don't know personally,5,Hours,1,1,0,0,White,,Female,in PSG,Group B,,
9910,20,2,,,8,Minutes,0,0,0,,,,,CWM,,,
9910,21,3,1,Don't know personally,3,Days,1,1,0,0,White,,Female,in LNN,,,
9910,22,4,1,Don't know personally,22,Hours,1,1,0,0,Hispanic,,Female,in YNAB,,,
9910,23,7,1,Acquaintance,5,Hours,1,1,0,0,White,,Male,in CWPL,,,
9910,24,1,1,Don't know personally,8,Minutes,1,1,0,0,White,,Female,in R+SP,,,
9910,25,2,1,Don't know personally,3,Minutes,1,1,0,0,White,,Female,in RBSC,,,
9910,26,2,,,2,Days,0,0,0,,,,,sp,,,
9910,27,1,1,Don't know personally,3,Days,1,1,0,0,Asian,,Female,in MAT,,,
9910,28,4,3,Acquaintance,52,Minutes,1,0,0,41,White,,Female,BR,,,
9910,29,5,,,49,Minutes,0,0,0,,,,,CDS,,,
9910,30,3,,,17,Minutes,0,0,0,,,,,,,,
6416,1,6,,,2,Hours,0,0,0,0,,,,,,,
6416,2,5,,,4,Hours,0,0,0,0,,,,,,,
6416,3,5,5,Acquaintance,1,Hours,1,0,0,45,White,,Female,,,,
6416,4,1,,,2,Hours,0,0,0,0,,,,,,,
6416,5,4,4,Acquaintance,4,Hours,1,0,0,175,White,,Male,,,,
6416,6,3,4,Acquaintance,2,Hours,1,0,0,106,,,,,,,
6416,7,6,,,2,Days,0,0,0,0,,,,,,,
6416,8,6,,,4,Hours,0,0,0,0,,,,,,,
6416,9,2,5,Acquaintance,3,Hours,1,0,0,10,White,,Male,,,,
6416,10,3,2,Don't know personally,40,Minutes,1,0,0,24,White,,Female,,,,
6416,11,6,4,Acquaintance,2,Hours,1,0,0,228,Hispanic,,Female,,,,
6416,12,4,2,Don't know personally,5,Hours,1,0,0,8,White,,Male,,,,
6416,13,6,,,2,Days,0,0,0,0,,,,,,,
6416,14,4,,,1,Hours,0,0,0,0,,,,,,,
6416,15,5,,,8,Days,0,0,0,0,,,,,,,
6416,16,1,2,Acquaintance,3,Hours,1,0,0,191,White,,Male,,,,
6416,17,3,,,34,Minutes,0,0,0,0,,,,,,,
6416,18,3,,,14,Hours,0,0,0,0,,,,,,,
6416,19,3,2,Don't know personally,2,Hours,1,0,0,78,Hispanic,,Female,,,,
6416,20,1,4,Acquaintance,1,Hours,1,0,0,11,White,,Female,,,,
6416,21,1,2,Don't know personally,2,Hours,1,0,0,78,Hispanic,,Female,,,,
6416,22,5,,,3,Hours,0,0,0,0,,,,,,,
6416,23,3,,,3,Minutes,0,0,0,0,,,,,,,
6416,24,3,,,5,Hours,0,0,0,0,,,,,,,
6416,25,2,,,2,Hours,0,0,0,0,,,,,,,
6416,26,5,,,4,Days,0,0,0,0,,,,,,,
6416,27,1,3,Acquaintance,12,Minutes,0,0,0,215,,,,,,,
6416,28,4,,,2,Days,0,0,0,0,,,,,,,
6416,29,6,,,3,Hours,0,0,0,0,,,,,,,
6416,30,2,4,Acquaintance,3,Days,1,0,0,284,Hispanic,,Male,,,,
2700,1,4,4,Acquaintance,3,Hours,1,0,0,74,White,,Female,AE,,,
2700,2,7,1,Don't know personally,1,Hours,1,1,0,0,White,,Female,in AFP,,,
2700,3,6,7,Friend,12,Minutes,1,0,0,34,White,,Female,SO,,,
2700,4,5,6,Friend,20,Hours,1,0,0,8,White,,Male,SR,,,
2700,5,5,7,Family,2,Hours,1,0,0,15,White,,Female,KSW,,,
2700,6,6,1,Don't know personally,23,Hours,1,1,0,0,White,,Female,in TCIC,,,
2700,7,6,,,4,Hours,0,0,0,,,,,BCC,,,
2700,8,5,7,Friend,1,Days,1,0,0,41,Hispanic,,Male,DM,,,
2700,9,4,7,Family,2,Hours,1,0,0,165,White,,Female,BW,,,
2700,10,4,5,Friend,6,Hours,1,0,0,15,Black or African American,,Male,ACH,,,
2700,11,4,5,Friend,5,Hours,1,0,0,34,White,,Male,RJ,,,
2700,12,4,,,2,Days,0,0,0,,,,,sp,,,
2700,13,5,1,Don't know personally,4,Days,1,1,0,0,White,,Female,in Dogspotting,,,
2700,14,5,1,Don't know personally,20,Hours,1,1,0,0,White,,Female,in AFP,,,
2700,15,5,1,Don't know personally,4,Hours,1,1,0,0,Black or African American,,Male,in DIYChi,,,
2700,16,5,5,Acquaintance,5,Hours,1,0,0,7,White,,Female,DM,,,
2700,17,4,4,Acquaintance,19,Hours,1,0,0,12,White,,Female,CJR,,,
2700,18,4,7,Family,9,Minutes,1,0,0,8,White,,Male,CK,,,
2700,19,4,5,Friend,18,Hours,1,0,0,34,White,,Male,RJ,BP - 2 people shared a post,,
2700,20,5,1,Don't know personally,2,Days,1,1,0,0,White,,Male,FDRFPF,,,
2700,21,4,5,Friend,18,Hours,1,0,0,15,White,,Male,CN,,,
2700,22,5,1,Don't know personally,21,Hours,1,1,0,0,White,,Female,in TCIC,,,
2700,23,3,5,Friend,5,Hours,1,0,0,34,White,,Male,RJ,,,
2700,24,3,5,Friend,15,Minutes,1,0,0,23,Hispanic,,Male,AB,BP - 2 posted,,
2700,25,6,1,Don't know personally,3,Days,1,1,0,0,White,,Female,in AFP,,,
2700,26,4,5,Friend,3,Hours,1,0,0,70,White,,Female,LJ,,,
2700,27,3,3,Acquaintance,,,1,0,0,16,White,,Female,AK,BP - same person 2 life events,July,
2700,28,6,,,45,Minutes,0,0,0,,,,,BCC,,,
2700,29,3,3,Acquaintance,31,Minutes,1,0,0,30,Hispanic,,Female,VTG,,,
2700,30,1,4,Acquaintance,2,Hours,1,0,0,19,White,,Female,CL,,,
4051,1,3,,,22,Minutes,0,0,0,,,,,Franco's,,,
4051,2,1,3,Acquaintance,43,Minutes,1,0,0,2,White,,Female,MLB,,,
4051,3,3,1,Don't know personally,19,Hours,1,1,0,0,White,,Female,in TM,,,
4051,4,2,2,Acquaintance,10,Hours,1,0,0,36,White,,Female,MS,,,
4051,5,6,6,Friend,40,Minutes,1,0,0,118,White,,Female,KL,,,
4051,6,4,,,20,Hours,0,0,0,,,,,PPSH,,,
4051,7,2,,,16,Hours,0,0,0,,,,,KAR,,,
4051,8,3,3,Friend,27,Minutes,1,0,0,1,White,,Female,MB,,,
4051,9,2,2,Don't know personally,2,Hours,1,0,0,29,White,,Male,LJB,,,
4051,10,6,7,Family,3,Hours,1,0,0,20,White,,Female,EJ,,,
4051,11,1,4,Friend,5,Hours,1,0,0,34,White,,Female,AA,,,
4051,12,1,3,Friend,2,Days,1,0,0,120,White,,Female,MM,BP - 2 people shared the same post,,
4051,13,2,3,Friend,2,Hours,1,0,0,57,White,,Male,DG,,,
4051,14,1,7,Friend,3,Hours,1,0,0,0,White,,Female,OMB,,,
4051,15,1,1,Don't know personally,2,Days,1,1,0,0,White,,Female,in CMI,,,
4051,16,1,3,Acquaintance,2,Hours,1,0,0,23,White,,Female,SS,,,
4051,17,1,2,Acquaintance,1,Minutes,1,0,0,178,White,,Female,BE,,,
4051,18,2,5,Friend,1,Hours,1,0,0,62,White,,Female,SZ,,,
4051,19,1,7,Family,2,Hours,1,0,0,20,White,,Female,EJ,,,
4051,20,1,7,Friend,22,Hours,1,0,0,662,White,,Female,LT,,,
4051,21,1,2,Acquaintance,2,Days,1,0,0,71,White,,Female,AS,,,
4051,22,2,2,Acquaintance,2,Days,1,0,0,34,White,,Female,CH,,,
4051,23,3,3,Friend,5,Hours,1,0,0,81,White,,Female,AHG,,,
4051,24,5,6,Friend,4,Days,1,0,0,117,White,,Male,RS,,,
4051,25,4,3,Acquaintance,7,Hours,1,0,0,17,White,,Male,AK,,,
4051,26,5,7,Family,3,Hours,1,0,0,20,White,,Female,EJ,,,
4051,27,5,5,Friend,2,Days,1,0,0,197,White,,Male,ZL,,,
4051,28,1,3,Acquaintance,4,Hours,1,0,0,1,White,,Female,GWL,,,
4051,29,2,1,Don't know personally,2,Days,1,1,0,0,White,,Female,in CMI,,,
4051,30,1,5,Friend,2,Minutes,1,0,0,77,White,,Male,RW,,,
5527,1,2,3,Acquaintance,7,Days,1,0,0,100,White,,Female,,,,
5527,2,5,5,Acquaintance,3,Days,1,0,0,152,White,,Male,,,,
5527,3,5,,,3,Hours,0,0,0,0,,,,,,,
5527,4,6,6,Friend,22,Hours,1,0,0,102,White,,Male,,,,
5527,5,4,6,Friend,4,Days,1,0,0,10,White,,Male,,,,
5527,6,3,,,15,Hours,0,0,0,0,,,,,,,
5527,7,3,3,Acquaintance,3,Hours,1,0,0,118,White,,Female,,,,
5527,8,5,4,Acquaintance,2,Days,1,0,0,173,Black or African American,,Female,,,,
5527,9,3,5,Acquaintance,20,Hours,1,0,0,5,White,,Female,,,,
5527,10,1,3,Acquaintance,3,Days,1,0,0,7,White,,Male,,,,
5527,11,2,5,Acquaintance,5,Days,1,0,0,5,White,,Female,,,,
5527,12,3,,,12,Hours,0,0,0,0,,,,,,,
5527,13,5,4,Acquaintance,14,Hours,1,0,0,173,Black or African American,,Female,,,,
5527,14,3,3,Acquaintance,2,Days,1,0,0,73,White,,Male,,,,
5527,15,4,2,Acquaintance,2,Days,1,0,0,1,White,,Female,,,,
5527,16,1,7,Friend,23,Hours,1,0,0,5,White,,Male,,,,
5527,17,6,6,Friend,19,Hours,1,0,0,230,White,,Female,,,,
5527,18,5,2,Acquaintance,7,Days,1,0,0,1,White,,Female,,,,
5527,19,5,4,Acquaintance,2,Days,1,0,0,11,White,,Female,,,,
5527,20,5,1,Don't know personally,1,Days,1,0,0,28,White,,Male,,,,
5527,21,3,,,2,Days,0,0,0,0,,,,,,,
5527,22,3,5,Acquaintance,3,Days,1,0,0,153,White,,Male,,,,
5527,23,3,6,Friend,1,Hours,1,0,0,5,White,,Female,,,,
5527,24,3,,,2,Days,0,0,0,0,,,,,,,
5527,25,3,6,Friend,2,Days,1,0,0,5,White,,Female,,,,
5527,26,4,3,Acquaintance,2,Days,1,0,0,173,Black or African American,,Female,,,,
5527,27,4,3,Acquaintance,6,Days,1,0,0,63,White,,Female,,,,
5527,28,4,3,Acquaintance,2,Days,1,0,0,2,White,,Female,,,,
5527,29,4,2,Don't know personally,3,Days,1,0,0,14,White,,Female,,,,
5527,30,4,3,Acquaintance,22,Hours,1,0,0,3,White,,Male,,,,
7162,1,3,2,Acquaintance,30,Minutes,1,0,0,1,White,,Male,,,,
7162,2,5,1,Don't know personally,50,Minutes,1,1,0,0,Other,,Non-binary,unidentifiable,,,
7162,3,7,1,Don't know personally,36,Minutes,1,1,0,0,White,,Female,,,,
7162,4,3,5,Acquaintance,36,Minutes,1,0,0,31,White,,Female,,,,
7162,5,5,6,Friend,2,Hours,1,0,0,2,White,,Female,,,,
7162,6,7,1,Don't know personally,1,Days,1,1,0,0,Asian,,Female,,,,
7162,7,6,7,Family,21,Hours,1,0,0,8,White,,Female,,,,
7162,8,6,5,Acquaintance,6,Hours,1,0,0,23,White,,Male,,,,
7162,9,6,4,Acquaintance,37,Minutes,1,0,0,6,White,,Female,,,,
7162,10,6,1,Don't know personally,45,Minutes,1,1,0,0,White,,Female,,,,
7162,11,6,4,Acquaintance,1,Hours,1,0,0,2,Hispanic,,Male,,,,
7162,12,3,4,Acquaintance,1,Hours,1,0,0,6,White,,Female,,,,
7162,13,2,4,Acquaintance,5,Hours,1,0,0,15,White,,Male,,,,
7162,14,3,4,Acquaintance,6,Hours,1,0,0,7,White,,Female,,,,
7162,15,4,4,Acquaintance,3,Days,1,0,0,2,Hispanic,,Male,,,,
7162,16,4,3,Acquaintance,2,Days,1,0,0,8,White,,Female,,,,
7162,17,5,5,Acquaintance,1,Hours,1,0,0,1,White,,Female,,,,
7162,18,4,1,Don't know personally,5,Hours,1,1,0,0,White,,Female,,,,
7162,19,4,4,Acquaintance,6,Hours,1,0,0,23,White,,Male,,,,
7162,20,5,6,Friend,2,Days,1,0,0,2,White,,Male,,,,
7162,21,3,1,Don't know personally,17,Minutes,1,1,0,0,White,,Male,,,,
7162,22,4,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
7162,23,6,1,Don't know personally,1,Hours,1,1,0,0,White,,Male,,,,
7162,24,7,1,Don't know personally,2,Days,1,1,0,0,White,,Female,,,,
7162,25,2,1,Don't know personally,2,Hours,1,1,0,0,White,,Female,,,,
7162,26,7,3,Acquaintance,22,Hours,1,0,0,10,White,,Male,,,,
7162,27,4,1,Don't know personally,3,Hours,1,1,0,0,White,,Female,,,,
7162,28,6,4,Acquaintance,5,Hours,1,0,0,6,White,,Female,,,,
7162,29,7,,,29,Minutes,0,0,0,0,,,,,,,
7162,30,7,5,Acquaintance,4,Hours,1,0,0,0,White,,Female,,,,
7291,1,6,,,11,Hours,0,0,0,,,,,RVCJ Media,,,
7291,2,5,1,Don't know personally,14,Hours,1,1,0,0,Asian,,Male,in SCT,,,
7291,3,4,1,Don't know personally,5,Hours,1,1,0,0,Asian,,Female,in SCT,,,
7291,4,5,,,2,Hours,0,0,0,,,,,NepentheZ,,,
7291,5,3,1,Don't know personally,19,Hours,1,1,0,0,Asian,,Male,in SCT,,,
7291,6,5,,,17,Hours,0,0,0,,,,,sp,,,
7291,7,4,,,2,Hours,0,0,0,,,,,Troll SRK H,,,
7291,8,5,,,36,Minutes,0,0,0,,,,,RVCJ Media,,,
7291,9,6,6,Friend,3,Hours,1,0,0,10,Asian,,Male,QAS,,,
7291,10,4,1,Don't know personally,2,Hours,1,1,0,0,Asian,,Male,in SRK R,,,
7291,11,5,6,Friend,3,Hours,1,0,0,10,Asian,,Male,QAS,,,
7291,12,5,,,4,Days,0,0,0,,,,,sp,,,
7291,13,5,,,4,Hours,0,0,0,,,,,Gamology,,,
7291,14,6,,,2,Days,0,0,0,,,,,sp,,,
7291,15,3,,,9,Hours,1,1,0,0,,,,in SCT,,,
7291,16,5,,,14,Hours,0,0,0,,,,,RVCJ Media,,,
7291,17,5,,,6,Hours,0,0,0,,,,,sp,,,
7291,18,6,7,Friend,2,Hours,1,0,0,52,White,,Male,CS,,,
7291,19,4,1,Don't know personally,2,Days,1,1,0,0,Asian,,Female,inSCD,,,
7291,20,3,1,Don't know personally,1,Days,1,1,0,0,Asian,,Male,in SCT,,,
7291,21,2,1,Don't know personally,14,Hours,1,1,0,0,Asian,,Male,in SCT,,,
7291,22,4,,,5,Hours,0,0,0,,,,,Troll SRK H,,,
7291,23,5,,,3,Hours,0,0,0,,,,,sp,,,
7291,24,6,,,2,Hours,0,0,0,,,,,Unilad,,,
7291,25,3,,,5,Hours,1,1,0,0,Asian,,Female,Sin SRK R,,,
7291,26,5,,,34,Minutes,0,0,0,,,,,sp,,,
7291,27,6,,,8,Hours,0,0,0,,,,,RVCJ Media,,,
7291,28,6,1,Don't know personally,18,Hours,1,1,0,0,Asian,,Male,IN sct,,,
7291,29,5,,,1,Days,0,0,0,,,,,SP,,,
7291,30,4,,,14,Hours,1,1,0,0,Asian,,Male,in SCT,,,
3795,1,7,,,1,Hours,0,0,0,0,,,,,,,
3795,2,5,5,Acquaintance,35,Minutes,1,0,0,112,Black or African American,,Female,,,,
3795,3,6,5,Acquaintance,1,Hours,1,1,0,50,Black or African American,,Male,,,,
3795,4,5,3,Acquaintance,1,Minutes,1,0,0,56,White,,Male,,,,
3795,5,4,6,Friend,3,Hours,1,0,0,59,Black or African American,,Female,,,,
3795,6,6,,,1,Days,0,0,0,0,,,,,,,
3795,7,3,7,Friend,10,Hours,1,0,0,111,Black or African American,,Female,,,,
3795,8,7,4,Acquaintance,38,Minutes,1,0,0,7,White,,Male,,,,
3795,9,4,4,Acquaintance,3,Hours,1,0,0,225,Black or African American,,Female,,,,
3795,10,3,2,Acquaintance,3,Days,1,0,0,172,White,,Female,,,,
3795,11,2,1,Acquaintance,13,Hours,1,1,0,0,White,,Female,,,,
3795,12,6,5,Acquaintance,5,Hours,1,0,0,1,Black or African American,,Male,,,,
3795,13,5,5,Acquaintance,1,Days,1,0,0,11,Black or African American,,Male,,,,
3795,14,6,,,2,Hours,0,0,0,0,,,,,,,
3795,15,3,3,Acquaintance,23,Minutes,1,1,0,18,Black or African American,,Male,,,,
3795,16,1,5,Acquaintance,3,Days,1,1,0,0,White,,Female,,,,
3795,17,3,5,Acquaintance,1,Hours,1,0,0,338,Black or African American,,Male,,,,
3795,18,1,1,Don't know personally,1,Days,1,1,0,0,Black or African American,,Male,,,,
3795,19,5,3,Acquaintance,23,Hours,1,0,0,444,Black or African American,,Male,,,,
3795,20,1,1,Don't know personally,1,Days,1,0,0,101,Other,,Non-binary,,,,
3795,21,5,,,7,Hours,0,0,0,0,,,,,,,
3795,22,5,5,Acquaintance,21,Hours,1,0,0,28,Hispanic,,Female,,,,
3795,23,5,2,Acquaintance,23,Hours,1,0,0,4,Black or African American,,Female,,,,
3795,24,6,4,Acquaintance,1,Days,1,0,0,35,Black or African American,,Male,,,,
3795,25,3,4,Acquaintance,1,Days,1,0,0,1,Black or African American,,Male,,,,
3795,26,5,4,Acquaintance,1,Days,1,0,0,35,Black or African American,,Male,,,,
3795,27,6,,,16,Hours,0,0,0,0,,,,,,,
3795,28,6,3,Acquaintance,8,Hours,1,0,0,4,Black or African American,,Female,,,,
3795,29,7,5,Acquaintance,15,Hours,1,0,0,205,Black or African American,,Male,,,,
3795,30,3,3,Acquaintance,15,Hours,1,0,0,48,Black or African American,,Female,,,,
8205,1,2,,,27,Minutes,0,0,0,,,,,BR,,,
8205,2,5,,,1,Hours,0,0,0,,,,,LEBC,,,
8205,3,2,,,2,Hours,0,0,0,,,,,IGN,,,
8205,4,1,1,Don't know personally,3,Hours,1,1,0,0,White,,Male,in NARBG,,,
8205,5,2,,,4,Minutes,0,0,0,,,,,TF,,,
8205,6,4,,,6,Minutes,0,0,0,,,,,GS,,,
8205,7,2,,,1,Hours,0,0,0,,,,,OPC,,,
8205,8,2,,,1,Hours,0,0,0,,,,,GS,,,
8205,9,5,,,12,Hours,0,0,0,,,,,sp,,,
8205,10,2,,,8,Minutes,0,0,0,,,,,Razer,,,
8205,11,6,,,6,Hours,0,0,0,,,,,IGN,,,
8205,12,1,,,5,Hours,0,0,0,,,,,MSIG,,,
8205,13,3,,,1,Days,0,0,0,,,,,sp,,,
8205,14,1,,,1,Hours,0,0,0,,,,,Diablo,,,
8205,15,1,,,3,Hours,0,0,0,,,,,BR,,,
8205,16,2,,,15,Hours,0,0,0,,,,,sp,,,
8205,17,2,2,Acquaintance,5,Hours,1,0,0,162,White,,Male,MP,,,
8205,18,2,,,2,Days,0,0,0,,,,,sp,,,
8205,19,1,1,Don't know personally,2,Days,1,0,0,71,White,,Male,KY,,,
8205,20,5,,,2,Days,0,0,0,,,,,sp,,,
8205,21,2,2,Acquaintance,14,Hours,1,0,0,,White,,Female,LJKM,Friends list privated,,
8205,22,3,,,3,Days,0,0,0,,,,,sp,,,
8205,23,1,2,Acquaintance,4,Hours,1,0,0,203,White,,Male,CK,,,
8205,24,3,,,11,Minutes,0,0,0,,,,,IGN,,,
8205,25,1,,,1,Hours,0,0,0,,,,,C9,,,
8205,26,4,,,52,Minutes,0,0,0,,,,,sp,,,
8205,27,2,,,2,Hours,0,0,0,,,,,OPC,,,
8205,28,1,,,6,Days,0,0,0,,,,,sp,,,
8205,29,3,,,1,Hours,0,0,0,,,,,FPH,,,
8205,30,3,,,1,Hours,0,0,0,,,,,IGN,,,
3550,1,2,3,Acquaintance,5,Days,1,0,0,19,Black or African American,,Female,,,,
3550,2,3,5,Acquaintance,2,Days,1,0,0,17,Black or African American,,Male,,,,
3550,3,5,4,Acquaintance,2,Days,1,0,0,18,Hispanic,,Female,,,,
3550,4,5,5,Acquaintance,22,Hours,1,0,0,10,Asian,,Female,,,,
3550,5,6,4,Acquaintance,15,Hours,1,0,0,18,Hispanic,,Female,,,,
3550,6,4,6,Family,18,Hours,1,0,0,4,Hispanic,,Female,,,,
3550,7,7,2,Acquaintance,17,Hours,1,0,0,1,White,,Female,,,,
3550,8,1,,,1,Days,0,0,0,0,,,,,,,
3550,9,3,2,Acquaintance,3,Days,1,0,0,40,White,,Female,,,,
3550,10,1,5,Acquaintance,1,Days,1,0,0,26,White,,Male,,,,
3550,11,2,1,Don't know personally,3,Days,1,0,0,6,White,,Female,,,,
3550,12,5,2,Acquaintance,7,Days,1,0,0,21,White,,Male,,,,
3550,13,4,4,Acquaintance,1,Days,1,0,0,16,White,,Male,,,,
3550,14,1,,,3,Days,0,0,0,0,,,,,,,
3550,15,4,3,Acquaintance,3,Days,1,0,0,4,White,,Female,,,,
3550,16,2,2,Acquaintance,1,Days,1,0,0,1,White,,Female,,,,
3550,17,4,2,Acquaintance,4,Days,1,0,0,23,Black or African American,,Female,,,,
3550,18,3,2,Acquaintance,2,Days,1,0,0,17,Black or African American,,Male,,,,
3550,19,2,,,5,Days,0,0,0,0,,,,,,,
3550,20,3,2,Acquaintance,2,Days,1,0,0,17,Black or African American,,Male,,,,
3550,21,2,,,4,Days,0,0,0,0,,,Male,,,,
3550,22,6,5,Acquaintance,2,Days,1,0,0,17,Black or African American,,Male,,,,
3550,23,2,4,Acquaintance,3,Days,1,0,0,14,White,,Male,,,,
3550,24,2,6,Family,18,Hours,1,0,0,4,Hispanic,,Female,,,,
3550,25,5,2,Acquaintance,5,Days,1,0,0,17,Black or African American,,Male,,,,
3550,26,4,5,Acquaintance,3,Days,1,0,0,17,Black or African American,,Male,,,,
3550,27,1,1,Don't know personally,4,Days,1,0,0,9,Black or African American,,Male,,,,
3550,28,4,4,Acquaintance,2,Days,1,0,0,26,White,,Male,,,,
3550,29,1,,,1,Days,0,0,0,0,,,,,,,
3550,30,4,5,Acquaintance,19,Hours,1,0,0,6,White,,Female,,,,
6787,1,7,3,Acquaintance,1,Hours,1,0,0,200,Asian,,Male,JP,,,
6787,2,4,6,Friend,41,Minutes,1,0,0,247,Hispanic,,Male,JB,,,
6787,3,7,4,Acquaintance,21,Minutes,1,0,0,6,Hispanic,,Female,LC,,,
6787,4,5,6,Friend,38,Minutes,1,0,0,126,Hispanic,,Male,GAF,,,
6787,5,6,2,Acquaintance,43,Minutes,1,0,0,24,Hispanic,,Male,AF,,,
6787,6,3,4,Acquaintance,6,Hours,1,0,0,26,White,,Female,LB,,,
6787,7,7,1,Don't know personally,5,Hours,1,0,0,6,Hispanic,,Male,CR,,,
6787,8,7,4,Acquaintance,1,Hours,1,0,0,6,Hispanic,,Female,LC,,,
6787,9,7,3,Acquaintance,13,Hours,1,0,0,200,Hispanic,,Male,JP and LC,BP - 2 people chared the same photo,,
6787,10,1,1,Don't know personally,5,Hours,1,0,0,23,Hispanic,,Male,IF,,,
6787,11,7,3,Acquaintance,2,Hours,1,0,0,2,Black or African American,,Female,CS,,,
6787,12,4,6,Friend,2,Hours,1,0,0,126,Hispanic,,Male,GAF,,,
6787,13,5,4,Acquaintance,1,Hours,1,0,0,26,Hispanic,,Female,YJ and JT,BP - 2 people chared the same photo,,
6787,14,7,4,Acquaintance,4,Hours,1,0,0,14,Black or African American,,Female,IBDCD,,,
6787,15,6,1,Don't know personally,2,Hours,1,0,0,26,Hispanic,,Female,MC,,,
6787,16,7,5,Acquaintance,5,Hours,1,0,0,174,Hispanic,,Female,MM,,,
