participant_id,order,familiarity (1-7),mutual_friends,race_RA_1,race_RA_2,gender,Notes,,manual_diag
3866,7,1,18,hispanic,,female,,,0
3866,8,1,3,white,,male,,,0
3866,9,1,3,,,,page,,0
3866,10,1,1,hispanic,,female,,,0
3866,11,1,2,,,,page,,0
3866,12,2,3,white,,female,,,0
3866,13,3,1,black or African American,,male,,,0
3866,14,1,1,white,,female,,,0
3866,15,4,31,hispanic,,female,,,0
3866,16,4,32,hispanic,,female,,,0
3866,17,1,2,white,,male,,,0
3866,18,4,22,white,,female,,,0
3866,19,1,1,white,,female,,,0
3866,20,2,3,white,,male,,,0
3866,21,1,1,white,,female,,,0
3866,22,1,2,,,,unidentifiable,,0
3866,23,1,15,asian,,female,,,0
3866,24,2,2,white,,female,,,0
3866,25,1,5,white,,female,,,0
3866,26,3,58,hispanic,,male,,,0
3866,27,1,10,asian,,male,,,0
3866,28,4,23,white,,male,,,0
3866,29,3,15,white,,male,,,0
3866,30,1,1,white,,male,,,0
3866,31,1,6,hispanic,,male,,,0
3866,32,1,5,asian,,female,,,0
3866,33,1,2,hispanic,,female,,,0
3866,34,2,24,black or African American,,female,,,0
3866,35,1,1,asian,,female,,,0
3866,36,4,27,asian,,female,,,0
3866,37,1,8,white,,male,,,0
3866,38,1,5,hispanic,,female,,,0
3866,39,1,2,white,,male,,,0
3866,40,1,8,hispanic,,female,,,0
3866,41,1,15,white,,female,,,0
3866,42,3,24,asian,,female,,,0
3866,43,1,1,white,,male,,,0
3866,44,1,7,black or African American,,female,,,0
3866,45,1,4,,,,page,,0
3866,46,5,9,white,,male,,,0
3866,47,1,10,asian,,female,,,0
3866,48,1,15,black or African American,,male,,,0
3866,49,5,22,hispanic,,male,,,0
3866,50,3,14,hispanic,,female,,,0
3866,51,2,23,,,,page,,0
3866,52,1,20,asian,,female,,,0
3866,53,1,16,white,,female,,,0
3866,54,1,18,asian,,female,,,0
3866,55,5,6,white,,male,,,0
3866,56,5,2,white,,female,,,0
3866,57,2,34,asian,,male,,,0
3866,58,2,5,asian,,female,,,0
3866,59,1,4,hispanic,,female,,,0
3866,60,1,11,white,,male,,,0
3820,1,1,1,asian,,female,,,0
3820,2,1,6,hispanic,,female,,,0
3820,3,1,2,asian,,female,,,0
3820,4,1,0,asian,,female,,,0
3820,5,1,6,asian,,female,,,0
3820,6,5,0,white,,female,,,0
3820,7,1,9,asian,,male,,,0
3820,8,1,13,white,,female,,,0
3820,9,3,26,hispanic,,female,,,0
3820,10,3,2,white,,male,,,0
3820,11,5,7,asian,,female,,,0
3820,12,4,42,asian,,female,,,0
3820,13,1,18,asian,,female,,,0
3820,14,1,3,white,,male,,,0
3820,15,1,2,hispanic,,male,,,0
3820,16,1,19,,,,unidentifiable,,0
3820,17,1,1,asian,,female,,,0
3820,18,1,16,white,,female,,,0
3820,19,5,48,hispanic,,male,,,0
3820,20,1,2,asian,,female,,,0
3820,21,1,8,asian,,male,,,0
3820,22,1,2,white,,female,,,0
3820,23,1,3,white,,female,,,0
3820,24,6,4,,,,unidentifiable,,0
3820,25,4,9,asian,,female,,,0
3820,26,1,2,asian,,female,,,0
3820,27,6,4,white,,male,,,0
3820,28,1,11,hispanic,,female,,,0
3820,29,1,17,asian,,male,,,0
3820,30,1,3,asian,,female,,,0
3820,31,1,4,asian,,female,,,0
3820,32,1,2,asian,,male,,,0
3820,33,1,1,hispanic,,female,,,0
3820,34,1,2,asian,,female,,,0
3820,35,3,34,asian,,male,,,0
3820,36,1,1,asian,,male,,,0
3820,37,2,50,white,,female,,,0
3820,38,3,7,hispanic,,male,,,0
3820,39,3,4,white,,male,,,0
3820,40,2,5,asian,,female,,,0
3820,41,1,4,hispanic,,female,,,0
3820,42,5,7,asian,,male,,,0
3820,43,1,11,,,,unidentifiable,,0
3820,44,2,38,asian,,female,,,0
3820,45,1,3,asian,,male,,,0
3820,46,3,47,asian,,female,,,0
3820,47,1,3,asian,,male,,,0
3820,48,2,14,white,,female,,,0
3820,49,1,5,asian,,male,,,0
3820,50,1,3,asian,,female,,,0
3820,51,3,49,white,,female,,,0
3820,52,2,8,white,,male,,,0
3820,53,1,21,white,,male,,,0
3820,54,1,2,asian,,male,,,0
3820,55,2,2,asian,,female,,,0
3820,56,1,2,asian,,female,,,0
3820,57,1,1,,,,unidentifiable,,0
3820,58,1,8,black or African American,,male,,,0
3820,59,1,7,hispanic,,male,,,0
3820,60,3,4,hispanic,,male,,,0
5114,1,3,18,White,,Male,,,0
5114,2,5,1,Hispanic,,Male,,,0
5114,3,7,1,Hispanic,,Female,,,0
5114,4,7,0,Hispanic,,Male,,,0
5114,5,5,1,Hispanic,,Female,,,0
5114,6,5,1,Hispanic,,Female,,,0
5114,7,3,1,Hispanic,,Female,,,0
5114,8,7,0,Hispanic,,Male,,,0
5114,9,7,0,Hispanic,,Male,,,0
5114,10,5,1,Hispanic,,Male,,,0
5114,11,7,1,Hispanic,,Female,,,0
5114,12,1,9,Asian,,Female,,,0
5114,13,7,0,Hispanic,,Female,,,0
5114,14,7,0,Hispanic,,Male,,,0
5114,15,5,1,Hispanic,,Male,,,0
5114,16,7,0,Hispanic,,Male,,,0
5114,17,7,0,Hispanic,,Male,,,0
5114,18,3,0,Hispanic,,Male,,,0
5114,19,6,0,Hispanic,,Male,,,0
5114,20,7,0,Hispanic,,Male,,,0
5114,21,1,13,Asian,,Female,,,0
5114,22,7,0,Hispanic,,Male,,,0
5114,23,7,0,Hispanic,,Male,,,0
5114,24,2,5,White,,Male,,,0
5114,25,7,1,Hispanic,,Female,,,0
5114,26,7,0,Hispanic,,Male,,,0
5114,27,7,0,Hispanic,,Female,,,0
5114,28,7,0,White,,Male,,,0
5114,29,6,0,Hispanic,,Female,,,0
5114,30,1,0,Hispanic,,Male,,,0
5114,31,7,0,Hispanic,,Female,,,0
5114,32,6,0,Hispanic,,Female,,,0
5114,33,3,5,Hispanic,,Male,,,0
5114,34,1,5,Hispanic,,Male,,,0
5114,35,1,6,Asian,,Male,,,0
5114,36,7,0,Hispanic,,Male,,,0
5114,37,1,5,White,,Female,,,0
5114,38,5,0,Hispanic,,Male,,,0
5114,39,1,0,Hispanic,,Female,,,0
5114,40,5,0,Hispanic,,Male,,,0
5114,41,1,4,Asian,,Male,,,0
5114,42,5,14,Asian,,Male,,,0
5114,43,4,0,Hispanic,,Male,,,0
5114,44,5,2,Asian,Hispanic,Female,,,0
5114,45,1,0,Hispanic,,Female,,,0
5114,46,1,0,Hispanic,,Male,,,0
5114,47,4,5,Hispanic,,Female,,,0
5114,48,1,1,White,,Male,,,0
5114,49,7,0,Hispanic,,Female,,,0
5114,50,7,0,Hispanic,,Female,,,0
5114,51,1,5,Asian,,Male,,,0
5114,52,1,0,White,Hispanic,Female,,,0
5114,53,1,1,Hispanic,,Male,,,0
5114,54,1,0,White,,Male,,,0
5114,55,5,0,Black or African American,Hispanic,Male,,,0
5114,56,1,0,,,,"Unidentifiable ""Civica Juvenil""",,0
5114,57,3,0,Hispanic,,Male,,,0
5114,58,1,0,White,Hispanic,Male,,,0
5114,59,1,1,Hispanic,,Male,,,0
5114,60,7,0,Hispanic,,Female,Participant's Aunt,,0
8265,1,2,67,Asian,,Female,,,0
8265,2,2,26,Asian,,Female,,,0
8265,3,5,37,White,,Female,,,0
8265,4,2,25,Asian,,Female,,,0
8265,5,2,45,Asian,,Female,,,0
8265,6,2,8,Asian,,Female,,,0
8265,7,1,0,Black or African American,,Female,,,0
8265,8,4,8,Asian,,Female,,,0
8265,9,4,10,Asian,,Female,,,0
8265,10,1,14,Asian,,Male,,,0
8265,11,1,26,Hispanic,,Male,,,0
8265,12,2,36,Asian,,Male,,,0
8265,13,3,49,Asian,,Female,,,0
8265,14,1,28,Asian,,Male,,,0
8265,15,1,48,Asian,,Female,,,0
8265,16,4,14,Asian,,Male,,,0
8265,17,1,1,Asian,,Male,,,0
8265,18,1,4,Hispanic,,Female,,,0
8265,19,1,1,Asian,,Female,,,0
8265,20,1,57,Black or African American,,Female,,,0
8265,21,2,17,Asian,,Female,,,0
8265,22,1,2,White,,Male,,,0
8265,23,2,44,Asian,,Male,,,0
8265,24,1,6,Asian,,Male,,,0
8265,25,1,1,Asian,,Female,,,0
8265,26,4,28,Asian,,Female,,,0
8265,27,1,8,Asian,,Female,,,0
8265,28,2,10,Hispanic,,Female,,,0
8265,29,3,36,Asian,,Female,,,0
8265,30,1,4,Asian,,Male,,,0
8265,31,4,7,Black or African American,,Female,,,0
8265,32,3,0,Black or African American,Hispanic,Female,,,0
8265,33,1,1,Hispanic,,Female,,,0
8265,34,2,22,Asian,,Male,,,0
8265,35,4,8,Asian,,Male,,,0
8265,36,1,9,White,Black or African American,Female,,,0
8265,37,2,13,Asian,,Male,,,0
8265,38,1,19,Black or African American,,Female,"Accidentally clicked onto a profile, refreshed the order",,0
8265,39,1,18,White,,Female,,,0
8265,40,1,26,White,,Male,,,0
8265,41,1,14,Asian,,Male,,,0
8265,42,2,6,White,,Male,,,0
8265,43,3,9,Black or African American,Asian,Female,,,0
8265,44,1,8,Asian,,Male,,,0
8265,45,1,24,Asian,,Male,,,0
8265,46,2,23,Asian,,Male,,,0
8265,47,2,43,Asian,,Male,,,0
8265,48,2,55,Asian,,Male,,,0
8265,49,3,50,Asian,,Female,,,0
8265,50,1,69,Asian,,Male,,,0
8265,51,3,0,Asian,,Female,,,0
8265,52,2,18,Asian,,Male,,,0
8265,53,1,4,Hispanic,,Female,,,0
8265,54,1,24,Asian,,Male,,,0
8265,55,1,31,Asian,,Male,,,0
8265,56,3,25,White,,Male,,,0
8265,57,4,1,Asian,,Female,,,0
8265,58,1,3,White,,Female,,,0
8265,59,5,1,Asian,,Female,,,0
8265,60,1,48,Asian,,Male,,,0
5112,1,5,25,Asian,,Female,,,0
5112,2,4,23,Hispanic,,Female,,,0
5112,3,5,24,Black or African American,,Male,,,0
5112,4,5,6,White,,Female,,,0
5112,5,4,1,Asian,,Female,,,0
5112,6,1,4,Hispanic,,Female,,,0
5112,7,6,3,White,,Female,,,0
5112,8,6,14,White,,Female,,,0
5112,9,4,15,Hispanic,White,Female,,,0
5112,10,5,24,White,,Female,,,0
5112,11,6,25,Asian,,Female,,,0
5112,12,2,5,Hispanic,White,Non-binary,,,0
5112,13,4,18,Asian,,Female,,,0
5112,14,2,10,White,,Female,,,0
5112,15,3,14,Black or African American,,Male,,,0
5112,16,4,90,Black or African American,,Female,,,0
5112,17,4,26,Hispanic,,Female,,,0
5112,18,3,4,Hispanic,,Female,,,0
5112,19,1,3,Asian,,Male,,,0
5112,20,4,16,White,,Female,,,0
5112,21,4,23,Hispanic,White,Male,,,0
5112,22,4,14,White,,Male,,,0
5112,23,5,23,White,,Male,,,0
5112,24,5,10,White,,Female,,,0
5112,25,4,22,Black or African American,,Male,,,0
5112,26,1,6,Asian,,Female,,,0
5112,27,1,1,Hispanic,White,Male,,,0
5112,28,5,22,White,,Male,,,0
5112,29,1,10,Black or African American,,Male,,,0
5112,30,3,16,Black or African American,White,Female,,,0
5112,31,4,25,Hispanic,,Male,,,0
5112,32,4,11,White,,Female,,,0
5112,33,1,2,Hispanic,,Female,,,0
5112,34,3,17,White,,Male,,,0
5112,35,3,18,Black or African American,,Male,,,0
5112,36,4,14,White,,Female,,,0
5112,37,4,22,Black or African American,,Male,,,0
5112,38,2,9,White,,Male,,,0
5112,39,3,14,White,,Female,,,0
5112,40,1,5,Asian,,Female,,,0
5112,41,2,11,White,,Female,,,0
5112,42,3,17,White,,Male,,,0
5112,43,3,10,Black or African American,,Female,,,0
5112,44,1,3,Asian,,Female,,,0
5112,45,3,16,White,,Female,,,0
5112,46,3,11,White,,Female,,,0
5112,47,1,4,White,,Male,,,0
5112,48,1,5,White,,Female,,,0
5112,49,3,18,Black or African American,,Female,,,0
5112,50,1,3,White,,Female,,,0
5112,51,1,3,Asian,,Female,,,0
5112,52,1,4,White,,Female,,,0
5112,53,6,7,White,,Female,,,0
5112,54,4,23,Asian,,Female,,,0
5112,55,5,50,White,,Female,,,0
5112,56,2,15,White,,Female,,,0
5112,57,2,17,White,,Male,,,0
5112,58,2,10,Asian,,Female,,,0
5112,59,1,7,White,,Male,,,0
5112,60,3,17,White,,Male,,,0
7691,1,4,1,White,Black or African American,Male,,,0
7691,2,7,49,Asian,White,Male,,,0
7691,3,5,2,,,,Unidentifiable,,0
7691,4,6,28,White,,Male,,,0
7691,5,4,18,White,,Male,,,0
7691,6,1,11,White,,Male,,,0
7691,7,7,15,,,,Unidentifiable,,0
7691,8,1,1,White,,Male,,,0
7691,9,1,5,Black or African American,,Female,,,0
7691,10,1,2,,,,Unidentifiable,,0
7691,11,5,1,Black or African American,,Female,,,0
7691,12,2,34,White,,Male,,,0
7691,13,2,6,White,,Male,,,0
7691,14,1,16,Black or African American,,Male,,,0
7691,15,1,22,Asian,White,Male,,,0
7691,16,1,1,Asian,,Female,,,0
7691,17,6,15,Black or African American,,Male,,,0
7691,18,1,15,White,,Male,,,0
7691,19,1,4,White,,Male,,,0
7691,20,4,14,White,,Female,,,0
7691,21,7,17,White,,Male,,,0
7691,22,1,11,White,,Female,,,0
7691,23,1,50,White,,Male,,,0
7691,24,2,5,White,,Female,,,0
7691,25,7,0,White,,Male,,,0
7691,26,1,47,White,,Male,,,0
7691,27,2,34,White,,Male,,,0
7691,28,1,24,White,,Male,,,0
7691,29,1,4,Asian,White,Female,,,0
7691,30,1,26,White,,Female,,,0
7691,31,4,13,White,,Male,,,0
7691,32,1,9,White,,Female,,,0
7691,33,1,57,White,,Male,,,0
7691,34,3,9,White,,Male,,,0
7691,35,2,9,White,,Male,,,0
7691,36,1,1,White,,Female,,,0
7691,37,1,2,,,,Unidentifiable,,0
7691,38,1,24,White,,Male,,,0
7691,39,3,108,White,,Female,,,0
7691,40,1,1,White,,Female,,,0
7691,41,1,11,White,,Female,,,0
7691,42,5,31,White,,Female,,,0
7691,43,1,8,White,,Male,,,0
7691,44,7,8,Asian,,Female,,,0
7691,45,1,3,,,,Unidentifiable,,0
7691,46,1,2,White,,Male,,,0
7691,47,1,2,White,,Female,,,0
7691,48,7,10,White,,Female,,,0
7691,49,1,1,White,,Male,,,0
7691,50,1,18,White,,Female,,,0
7691,51,2,32,Black or African American,,Female,,,0
7691,52,1,12,White,,Male,,,0
7691,53,3,52,White,,Male,,,0
7691,54,4,8,White,,Female,,,0
7691,55,3,19,Asian,,Female,,,0
7691,56,7,111,Asian,,Male,,,0
7691,57,7,16,Asian,,Female,,,0
7691,58,1,4,White,,Female,,,0
7691,59,1,10,White,,Male,,,0
7691,60,1,17,White,,Non-binary,,,0
5280,1,4,18,Asian,,Female,,,0
5280,2,4,18,White,,Female,,,0
5280,3,1,19,Black or African American,Hispanic,Female,,,0
5280,4,3,4,White,,Female,,,0
5280,5,6,15,White,,Female,Added,,0
5280,6,1,54,White,,Female,,,0
5280,7,1,26,Asian,,Female,,,0
5280,8,1,11,White,,Male,,,0
5280,9,1,15,White,,Male,,,0
5280,10,1,7,White,,Male,,,0
5280,11,1,7,Black or African American,,Male,,,0
5280,12,1,31,White,,Female,,,0
5280,13,5,10,White,,Female,Added,,0
5280,14,1,21,Asian,,Female,,,0
5280,15,1,15,White,,Female,,,0
5280,16,1,7,White,,Female,,,0
5280,17,1,17,Asian,,Male,,,0
5280,18,1,23,White,,Female,,,0
5280,19,1,20,Asian,,Female,,,0
5280,20,3,101,White,,Female,,,0
5280,21,1,26,White,,Male,,,0
5280,22,1,55,Asian,,Male,,,0
5280,23,5,13,White,,Male,Added,,0
5280,24,1,7,White,,Female,,,0
5280,25,1,27,Black or African American,,Female,,,0
5280,26,1,25,White,,Female,,,0
5280,27,1,26,White,,Male,,,0
5280,28,3,29,White,,Male,,,0
5280,29,1,25,Asian,,Female,,,0
5280,30,1,4,Asian,,Male,,,0
5280,31,3,80,White,,Female,,,0
5280,32,1,8,White,,Female,,,0
5280,33,2,70,White,,Female,,,0
5280,34,1,1,White,,Male,,,0
5280,35,1,8,Asian,,Female,,,0
5280,36,4,12,Asian,,Male,,,0
5280,37,1,9,White,,Female,,,0
5280,38,4,15,White,Hispanic,Female,Added,,0
5280,39,1,13,White,,Female,,,0
5280,40,2,13,White,,Male,,,0
5280,41,3,5,White,,Male,,,0
5280,42,1,3,White,,Male,,,0
5280,43,1,20,White,,Female,,,0
5280,44,1,7,Black or African American,,Female,,,0
5280,45,3,38,White,,Female,,,0
5280,46,1,5,White,,Male,,,0
5280,47,1,9,White,,Female,,,0
5280,48,1,42,White,,Female,,,0
5280,49,1,11,Asian,,Female,,,0
5280,50,1,17,White,,Female,,,0
5280,51,1,19,White,,Female,,,0
5280,52,1,29,Asian,,Female,,,0
5280,53,1,1,Asian,,Male,,,0
5280,54,1,11,White,,Female,,,0
5280,55,1,35,Asian,,Female,,,0
5280,56,4,9,Hispanic,,Male,Added,,0
5280,57,1,27,White,,Female,,,0
5280,58,1,26,White,,Female,,,0
5280,59,1,15,White,,Female,,,0
5280,60,3,57,White,,Female,Participant added a couple people lower on the list,,0
4392,1,5,46,Black or African American,,Male,,,0
4392,2,2,58,Asian,,Male,,,0
4392,3,3,3,White,,Female,,,0
4392,4,3,71,Asian,,Female,,,0
4392,5,2,63,White,,Male,,,0
4392,6,3,3,White,,Male,,,0
4392,7,2,28,White,Asian,Female,,,0
4392,8,2,1,White,,Female,,,0
4392,9,7,1,White,,Female,,,0
4392,10,3,23,White,Hispanic,Male,,,0
4392,11,1,45,Asian,,Female,,,0
4392,12,3,13,,,,Participant left zoom room at this point (2:07) due to wifi issues but reentered the room shortly after,No Profile picture,0
4392,13,3,58,White,,Male,,,0
4392,14,2,62,White,,Male,,,0
4392,15,2,59,White,,Female,,,0
4392,16,5,4,White,,Female,,,0
4392,17,4,4,Hispanic,,Female,,,0
4392,18,4,11,White,,Male,,,0
4392,19,2,55,Asian,,Male,,,0
4392,20,1,3,White,,Male,,,0
4392,21,4,118,Asian,,Female,,,0
4392,22,1,42,White,,Male,,,0
4392,23,2,3,White,,Male,,,0
4392,24,7,10,Asian,,Male,,,0
4392,25,4,24,White,,Male,,,0
4392,26,2,14,Asian,,Female,,,0
4392,27,1,20,Asian,,Male,,,0
4392,28,1,28,White,,Female,,,0
4392,29,4,12,White,,Female,,,0
4392,30,1,46,White,,Male,,,0
4392,31,2,49,Asian,,Female,,,0
4392,32,3,3,Asian,,Female,Three people in profile picture so not 100% sure which race,,0
4392,33,2,37,White,,Female,,,0
4392,34,4,49,White,,Female,,,0
4392,35,3,21,White,,Female,,,0
4392,36,4,99,White,,Female,,,0
4392,37,4,5,Asian,,Male,,,0
4392,38,2,65,Asian,,Male,,,0
4392,39,5,232,White,,Female,,,0
4392,40,2,47,,,,No Profile photo,,0
4392,41,1,17,White,,Male,,,0
4392,42,3,5,White,Hispanic,Female,,,0
4392,43,2,15,Asian,,Female,,,0
4392,44,5,238,White,,Female,,,0
4392,45,1,3,Asian,,Male,,,0
4392,46,2,1,Asian,,Male,,,0
4392,47,2,54,White,,Female,,,0
4392,48,1,3,White,,Male,,,0
4392,49,5,15,Asian,,Female,,,0
4392,50,2,45,White,,Male,,,0
4392,51,4,157,White,,Female,,,0
4392,52,4,22,White,,Female,,,0
4392,53,3,4,Asian,,Female,,,0
4392,54,1,144,White,Hispanic,Female,,,0
4392,55,1,102,Asian,,Female,,,0
4392,56,1,4,White,,Male,,,0
4392,57,2,32,White,,Female,,,0
4392,58,2,54,White,,Female,,,0
4392,59,4,155,Asian,,Female,,,0
4392,60,5,14,Asian,,Female,,,0
8478,1,7,1,White,,Male,,,0
8478,2,7,3,Asian,,Male,,,0
8478,3,1,0,American Indian or Alaska Native,Hispanic,Female,,,0
8478,4,1,4,Asian,,Male,,,0
8478,5,1,0,White,,Male,,,0
8478,6,7,3,Asian,,Male,,,0
8478,7,4,4,Asian,,Male,,,0
8478,8,4,2,White,,Male,,,0
8478,9,1,0,White,,Male,,,0
8478,10,4,5,White,,Female,,,0
8478,11,2,0,Hispanic,,Female,,,0
8478,12,1,3,Asian,,Male,,,0
8478,13,1,1,White,Hispanic,Male,,,0
8478,14,3,0,Asian,,Male,,,0
8478,15,1,0,Asian,,Male,,,0
8478,16,1,2,Asian,,Male,,,0
8478,17,2,4,White,,Male,,,0
8478,18,5,13,White,,Male,,,0
8478,19,5,5,Asian,,Female,,,0
8478,20,2,0,White,,Male,,,0
8478,21,1,1,,,,Unidentifiable,,0
8478,22,5,7,Black or African American,White,Male,,,0
8478,23,1,16,White,,Male,,,0
8478,24,1,2,Asian,,Male,,,0
8478,25,7,0,Asian,,Female,Added,,0
8478,26,1,0,White,Hispanic,Female,,,0
8478,27,1,1,Hispanic,,Male,,,0
8478,28,1,1,Asian,,Male,,,0
8478,29,7,2,Asian,,Male,,,0
8478,30,1,0,Hispanic,,Female,,,0
8478,31,1,3,Asian,,Female,,,0
8478,32,1,1,Asian,,Female,,,0
8478,33,5,2,Asian,,Female,,,0
8478,34,1,0,Asian,,Male,,,0
8478,35,1,1,White,,Male,,,0
8478,36,5,3,Asian,,Female,,,0
8478,37,1,1,Hispanic,,Male,,,0
8478,38,1,0,White,,Male,,,0
8478,39,1,0,Asian,,Female,,,0
8478,40,1,0,White,,Female,,,0
8478,41,1,0,Asian,,Male,,,0
8478,42,6,0,Hispanic,,Female,,,0
8478,43,1,0,Asian,,Male,,,0
8478,44,1,1,White,,Male,,,0
8478,45,1,0,Asian,,Male,,,0
8478,46,1,0,White,,Male,,,0
8478,47,1,2,Asian,,Male,,,0
8478,48,2,20,Asian,,Male,,,0
8478,49,7,2,Asian,,Female,,,0
8478,50,1,1,Hispanic,,Male,,,0
8478,51,1,0,Asian,,Male,,,0
8478,52,1,2,White,,Male,,,0
8478,53,1,6,Asian,,Female,,,0
8478,54,7,29,Asian,,Female,Added,,0
8478,55,1,11,Hispanic,,Male,,,0
8478,56,6,0,Asian,,Female,,,0
8478,57,1,7,Asian,,Female,,,0
8478,58,1,0,Asian,,Male,,,0
8478,59,1,2,Asian,,Male,,,0
8478,60,1,6,White,,Male,,,0
3471,1,2,2,Asian,,Female,,,0
3471,2,6,1,Asian,Hispanic,Male,,,0
3471,3,6,3,White,,Female,,,0
3471,4,1,2,White,,Male,,,0
3471,5,2,0,Black or African American,White,Male,,,0
3471,6,5,1,White,,Male,,,0
3471,7,4,4,White,,Male,,,0
3471,8,1,4,White,,Male,,,0
3471,9,1,0,Hispanic,,Male,,,0
3471,10,5,3,White,,Male,,,0
3471,11,2,0,,,,No photos of the person,,0
3471,12,6,17,White,,Female,,,0
3471,13,1,3,Hispanic,,Male,,,0
3471,14,1,5,Asian,,Male,,,0
3471,15,1,5,Asian,,Male,,,0
3471,16,1,3,Asian,Hispanic,Male,,,0
3471,17,3,5,White,,Female,,,0
3471,18,1,0,Asian,,Female,,,0
3471,19,6,2,White,,Male,,,0
3471,20,3,17,Asian,,Female,,,0
3471,21,3,5,Asian,,Female,,,0
3471,22,2,2,White,,Female,,,0
3471,23,7,3,Asian,,Female,,,0
3471,24,1,1,Black or African American,,Female,,,0
3471,25,4,10,Hispanic,,Male,,,0
3471,26,1,2,White,,Male,,,0
3471,27,1,1,,,,No photos of the person,,0
3471,28,1,9,Asian,,Male,,,0
3471,29,3,13,Asian,,Female,,,0
3471,30,5,17,Asian,,Male,,,0
3471,31,1,0,White,,Male,,,0
3471,32,1,5,Asian,,Female,,,0
3471,33,4,22,White,Hispanic,Female,,,0
3471,34,2,8,Asian,,Male,,,0
3471,35,5,4,White,,Female,,,0
3471,36,4,6,White,,Male,,,0
3471,37,1,1,Asian,,Male,,,0
3471,38,1,2,Asian,,Male,,,0
3471,39,1,0,White,,Female,,,0
3471,40,1,1,,,,No photos of the person,,0
3471,41,5,4,White,,Female,,,0
3471,42,1,1,White,,Female,,,0
3471,43,1,1,White,Asian,Female,,,0
3471,44,1,1,White,,Female,,,0
3471,45,1,5,White,,Male,,,0
3471,46,1,1,White,,Female,,,0
3471,47,1,5,Asian,,Female,,,0
3471,48,5,5,White,,Female,,,0
3471,49,1,3,White,,Male,participant accidentally reloaded page but all of the recommended friends were in the same order that they were in before so just picked up where we left off,,0
3471,50,5,4,Asian,,Female,,,0
3471,51,2,5,Asian,,Female,,,0
3471,52,4,18,White,,Female,,,0
3471,53,4,5,,,,no photos of the person,,0
3471,54,1,3,Asian,,Female,,,0
3471,55,1,2,,,,no photos of the person,,0
3471,56,1,0,Black or African American,Hispanic,Male,,,0
3471,57,5,6,White,,Female,,,0
3471,58,5,12,Asian,,Female,,,0
3471,59,4,2,Asian,,Female,,,0
3471,60,5,3,Asian,,Male,,,0
8040,1,7,62,White,,Male,,,0
8040,2,7,52,white,,Male,,,0
8040,3,7,47,white,,Male,,,0
8040,4,7,17,White,,Male,,,0
8040,5,4,14,white,,Male,,,0
8040,6,1,4,White,,Male,,,0
8040,7,7,39,White,,Male,,,0
8040,8,7,5,White,,Male,,,0
8040,9,7,3,White,,Female,,,0
8040,10,7,41,White,,Male,,,0
8040,11,7,45,White,,Male,,,0
8040,12,7,7,Asian,,Female,,,0
8040,13,7,41,White,,Male,,,0
8040,14,7,,White,,Male,,,0
8040,15,5,9,White,,Male,,,0
8040,16,7,39,White,,Male,,,0
8040,17,1,5,White,,Male,,,0
8040,18,7,14,White,,Male,,,0
8040,19,7,1,Asian,,Female,,,0
8040,20,7,31,White,,Male,,,0
8040,21,7,16,Black or African American,,Male,,,0
8040,22,7,11,White,,Male,,,0
8040,23,7,35,White,,Male,,,0
8040,24,5,1,White,,Male,,,0
8040,25,7,16,White,,Female,,,0
8040,26,7,7,White,,Male,,,0
8040,27,7,37,White,,Male,,,0
8040,28,1,5,White,,Female,,,0
8040,29,7,39,White,,Male,,,0
8040,30,7,6,White,,Female,,,0
8040,31,7,3,White,,Female,,,0
8040,32,7,39,White,,Male,,,0
8040,33,7,41,White,,Male,,,0
8040,34,1,2,White,,Female,,,0
8040,35,7,36,White,,male,,,0
8040,36,7,38,White,,Male,,,0
8040,37,7,9,Black or African American,,Male,,,0
8040,38,7,38,White,,Male,,,0
8040,39,7,7,White,,Male,,,0
8040,40,3,2,Black or African American,,Male,,,0
8040,41,1,2,White,,Female,hispanic?,,0
8040,42,1,8,White,,Female,,,0
8040,43,1,7,White,,Female,,,0
8040,44,1,6,White,,Male,,,0
8040,45,1,31,White,,Male,,,0
8040,46,7,13,White,,Male,,,0
8040,47,7,43,White,,Male,,,0
8040,48,7,12,White,,Male,,,0
8040,49,7,2,White,,Female,,,0
8040,50,7,41,White,,Male,,,0
8040,51,1,9,White,,Female,,,0
8040,52,1,8,White,,Male,,,0
8040,53,1,6,white,,male,,,0
8040,54,1,44,Black or African American,,Female,,,0
8040,55,1,4,White,,Male,,,0
8040,56,1,36,white,,Male,,,0
8040,57,4,11,Black or African American,,Female,,,0
8040,58,1,8,White,,Female,,,0
8040,59,1,13,White,,Male,,,0
8040,60,1,42,Asian,,Male,,,0
,,,,,,,,,0
7291,1,1,1,White,,Female,,,0
7291,2,3,17,white,,Male,,,0
7291,3,5,3,White,,Female,,,0
7291,4,2,54,White,,Female,,,0
7291,5,1,6,White,,Female,,,0
7291,6,7,4,,,,an account for a dog,,0
7291,7,1,0,White,,Female,,,0
7291,8,1,6,White,,Male,,,0
7291,9,2,8,Asian,,Female,,,0
7291,10,1,7,White,,Female,,,0
7291,11,6,73,White,,Male,,,0
7291,12,5,5,White,,Female,,,0
7291,13,3,2,Asian,,Female,,,0
7291,14,4,58,White,,Male,,,0
7291,15,1,13,Asian,,Female,,,0
7291,16,1,3,Asian,,Female,,,0
7291,17,1,5,White,,Male,,,0
7291,18,1,6,Asian,,Male,,,0
7291,19,2,6,Asian,,Female,,,0
7291,20,2,14,White,,Female,,,0
